symbol,gene_id,diseaseid,score,evidencecount,name,parents,therapeuticareas
SLC44A1,ENSG00000070214,EFO_0004530,0.27835459718520983,2,triglyceride measurement,[EFO_0004529],[EFO_0001444]
SLC44A2,ENSG00000129353,MONDO_0004596,0.206765712446006,1,cor pulmonale,[EFO_0000373],[EFO_0000319]
SLC44A2,ENSG00000129353,EFO_0003827,0.26451978089415984,3,pulmonary embolism,[MONDO_0000473],[EFO_0000319]
SLC44A2,ENSG00000129353,EFO_0000712,0.2106271631114436,1,stroke,[EFO_0003763],"[EFO_0000618, EFO_0000319]"
SLC44A2,ENSG00000129353,EFO_0007986,0.32736056640016625,11,reticulocyte count,[EFO_0010700],[EFO_0001444]
SLC44A2,ENSG00000129353,EFO_0004339,0.264618948909239,9,body height,[EFO_0004324],[EFO_0001444]
SLC44A2,ENSG00000129353,EFO_0010700,0.26667912907797964,3,reticulocyte measurement,[EFO_0004503],[EFO_0001444]
SLC44A2,ENSG00000129353,HP_0002140,0.21583836169393408,2,Ischemic stroke,"[HP_0002637, HP_0100659]",[EFO_0000651]
SLC44A2,ENSG00000129353,HP_0001977,0.2106271631114436,1,Abnormal thrombosis,[HP_0001871],[EFO_0000651]
SLC44A2,ENSG00000129353,EFO_0004526,0.22210380314309186,2,mean corpuscular volume,[EFO_0004306],[EFO_0001444]
SLC44A2,ENSG00000129353,EFO_0003907,0.2669136085906239,10,deep vein thrombosis,[HP_0004936],[EFO_0000651]
SLC44A2,ENSG00000129353,EFO_0009253,0.25855716726784844,2,Immature Reticulocyte Fraction Measurement,[EFO_0009233],[EFO_0001444]
SLC44A2,ENSG00000129353,EFO_0004286,0.3166967455434891,18,venous thromboembolism,[EFO_0004264],[EFO_0000319]
SLC44A2,ENSG00000129353,EFO_0007984,0.26063758055146147,4,platelet component distribution width,[EFO_0005036],[EFO_0001444]
SLC44A2,ENSG00000129353,MONDO_0005301,0.21804073777456406,1,multiple sclerosis,"[MONDO_0002562, EFO_1000870, EFO_0005774, EFO_0020092]","[EFO_0000540, EFO_0000618]"
SLC44A3,ENSG00000143036,EFO_0000612,0.26949011642479814,2,myocardial infarction,[MONDO_0024643],[EFO_0000319]
SLC44A3,ENSG00000143036,EFO_0004833,0.20004584281737253,1,neutrophil count,"[EFO_0803548, EFO_0007987]",[EFO_0001444]
SLC44A3,ENSG00000143036,EFO_0010623,0.37428095176297044,7,tissue factor measurement,[EFO_0007937],[EFO_0001444]
SLC44A3,ENSG00000143036,EFO_0009552,0.2641539378959494,1,hemorrhoid,[MONDO_0004869],[EFO_0000319]
SLC44A4,ENSG00000204385,EFO_0003940,0.2142465406568159,1,physical activity,[GO_0008150],[GO_0008150]
SLC44A4,ENSG00000204385,EFO_0008377,0.25748426703050903,3,mosquito bite reaction itch intensity measurement,[EFO_0008376],[EFO_0001444]
SLC44A4,ENSG00000204385,EFO_0008328,0.25814475634012557,3,chronotype measurement,[EFO_0004870],[EFO_0001444]
SLC44A4,ENSG00000204385,EFO_0008039,0.23904197425398663,1,BMI-adjusted hip circumference,[EFO_0005093],[EFO_0001444]
SLC44A4,ENSG00000204385,MONDO_0019588,0.3695798546847018,1,"hearing loss, autosomal recessive","[EFO_1000017, MONDO_0016298, MONDO_0016297]","[MONDO_0002025, OTAR_0000018, EFO_0000618]"
SLC44A4,ENSG00000204385,MONDO_0019587,0.46066238066233794,10,autosomal dominant nonsyndromic hearing loss,"[MONDO_0016297, MONDO_0016298, MONDO_0000426]","[MONDO_0002025, OTAR_0000018, EFO_0000618]"
SLC44A4,ENSG00000204385,EFO_0001063,0.36433010391054466,9,deafness,[EFO_0004238],"[MONDO_0002025, EFO_0000618]"
SLC44A4,ENSG00000204385,EFO_0004329,0.3009243518045712,4,alcohol drinking,[EFO_0004315],[GO_0008150]
SLC44A4,ENSG00000204385,EFO_0009930,0.21624524648353066,1,Calcium channel blocker use measurement,[EFO_0007010],[EFO_0001444]
SLC44A4,ENSG00000204385,EFO_0004458,0.24114287110845492,1,C-reactive protein measurement,"[EFO_0004747, EFO_0004872]",[EFO_0001444]
SLC44A4,ENSG00000204385,EFO_0004574,0.24114287110845492,1,total cholesterol measurement,"[EFO_0004529, EFO_0004732]",[EFO_0001444]
SLC44A4,ENSG00000204385,EFO_0004683,0.26323337536091657,2,wet macular degeneration,[EFO_0001365],"[MONDO_0002025, OTAR_0000018, MONDO_0024458, EFO_0000618]"
SLC44A4,ENSG00000204385,EFO_0007878,0.31758848618659047,4,alcohol consumption measurement,[EFO_0001444],[EFO_0001444]
SLC44A4,ENSG00000204385,EFO_0007789,0.2539826153187458,1,BMI-adjusted waist circumference,[EFO_0004342],[EFO_0001444]
SLC44A4,ENSG00000204385,EFO_0007788,0.33151199384018326,5,BMI-adjusted waist-hip ratio,[EFO_0004343],[EFO_0001444]
SLC44A4,ENSG00000204385,EFO_0004611,0.23955701446385208,6,low density lipoprotein cholesterol measurement,"[EFO_0004732, EFO_0005278, EFO_0004529]",[EFO_0001444]
SLC44A4,ENSG00000204385,EFO_0004314,0.2573962890880538,1,forced expiratory volume,"[EFO_0003892, EFO_0006841]",[EFO_0001444]
SLC44A4,ENSG00000204385,EFO_0006782,0.24043735870365626,1,cups of coffee per day measurement,[EFO_0006781],[EFO_0001444]
SLC44A4,ENSG00000204385,EFO_0004530,0.3499168775271034,9,triglyceride measurement,[EFO_0004529],[EFO_0001444]
SLC44A5,ENSG00000137968,EFO_0005653,0.3180400501010238,13,serum metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC44A5,ENSG00000137968,EFO_0006930,0.4360153875325643,4,brain volume measurement,"[EFO_0005052, EFO_0004464]",[EFO_0001444]
SLC44A5,ENSG00000137968,EFO_0007937,0.2276986820586452,1,blood protein measurement,[EFO_0004747],[EFO_0001444]
SLC45A1,ENSG00000162426,EFO_0004980,0.3332383185215212,3,appendicular lean mass,"[EFO_0004516, EFO_0004302]",[EFO_0001444]
SLC45A1,ENSG00000162426,EFO_0008408,0.26207971776806216,1,susceptibility to strep throat measurement,"[EFO_0008422, EFO_0006843]",[EFO_0001444]
SLC45A1,ENSG00000162426,EFO_0008006,0.2682627705923574,1,skin aging measurement,[EFO_0001444],[EFO_0001444]
SLC45A1,ENSG00000162426,EFO_0007352,0.2575399160552779,1,lymphatic system disease,"[EFO_0005803, MONDO_0044986]","[EFO_0000540, EFO_0005803]"
SLC45A1,ENSG00000162426,MONDO_0019502,0.3695798546847018,1,autosomal recessive non-syndromic intellectual disability,"[EFO_1000017, MONDO_0000509, MONDO_0017706]","[MONDO_0002025, OTAR_0000018, OTAR_0000020, EFO_0000618]"
SLC45A1,ENSG00000162426,EFO_0004747,0.36112871898168836,3,protein measurement,[EFO_0001444],[EFO_0001444]
SLC45A1,ENSG00000162426,EFO_0007986,0.2862288410270623,2,reticulocyte count,[EFO_0010700],[EFO_0001444]
SLC45A1,ENSG00000162426,EFO_0000676,0.3335901262303247,3,psoriasis,"[MONDO_0002406, EFO_1000636, EFO_0000540, MONDO_0100118]","[OTAR_0000018, EFO_0000540, EFO_0010285]"
SLC45A1,ENSG00000162426,EFO_0010700,0.31565952658992874,2,reticulocyte measurement,[EFO_0004503],[EFO_0001444]
SLC45A1,ENSG00000162426,MONDO_0044322,0.6126547443840276,20,intellectual developmental disorder with neuropsychiatric features,[MONDO_0000508],"[MONDO_0002025, EFO_0000618]"
SLC45A1,ENSG00000162426,MONDO_0005148,0.26601060282010874,1,type 2 diabetes mellitus,[EFO_0000400],"[EFO_0001379, EFO_0009605, OTAR_0000020, EFO_0010282]"
SLC45A1,ENSG00000162426,EFO_0003924,0.33152112037189413,7,hair color,[EFO_0005038],[EFO_0000651]
SLC45A1,ENSG00000162426,EFO_0007822,0.3386600976311923,3,hair colour measurement,[EFO_0007821],[EFO_0001444]
SLC45A2,ENSG00000164175,MONDO_0018910,0.6098376740974927,70,oculocutaneous albinism,"[MONDO_0100118, MONDO_0020275, MONDO_0018134, MONDO_0019290]","[OTAR_0000018, OTAR_0000020, MONDO_0024458, EFO_0010285]"
SLC45A2,ENSG00000164175,EFO_0003963,0.28954309312564314,2,freckles,[EFO_0003784],[EFO_0000651]
SLC45A2,ENSG00000164175,EFO_0003958,0.36887680398444106,2,sunburn,"[EFO_0000701, EFO_0009516]","[OTAR_0000009, EFO_0010285]"
SLC45A2,ENSG00000164175,EFO_0003949,0.42292827903662533,4,eye color,[EFO_0000651],[EFO_0000651]
SLC45A2,ENSG00000164175,EFO_0000701,0.3691185026170152,2,skin disease,[EFO_0010285],[EFO_0010285]
SLC45A2,ENSG00000164175,EFO_0000389,0.453721107232548,8,cutaneous melanoma,"[MONDO_0021583, EFO_0000756, MONDO_0002898]","[MONDO_0045024, EFO_0010285]"
SLC45A2,ENSG00000164175,EFO_0000508,0.3673349061544438,11,genetic disorder,[OTAR_0000018],[OTAR_0000018]
SLC45A2,ENSG00000164175,EFO_0003784,0.6986687270674653,28,skin pigmentation,[EFO_0000651],[EFO_0000651]
SLC45A2,ENSG00000164175,EFO_0008006,0.3619051135466323,2,skin aging measurement,[EFO_0001444],[EFO_0001444]
SLC45A2,ENSG00000164175,EFO_1001927,0.30981525277313954,2,cutaneous squamous cell carcinoma,[EFO_0000707],[MONDO_0045024]
SLC45A2,ENSG00000164175,EFO_0000756,0.42158349239552195,62,melanoma,[MONDO_0021143],[MONDO_0045024]
SLC45A2,ENSG00000164175,EFO_0000707,0.35362709101601214,6,squamous cell carcinoma,"[MONDO_0002532, EFO_0000313]",[MONDO_0045024]
SLC45A2,ENSG00000164175,HP_0009762,0.24119142231025892,1,Facial wrinkling,"[HP_0011121, EFO_0004743]",[EFO_0000651]
SLC45A2,ENSG00000164175,EFO_0007009,0.6949706147953099,26,skin pigmentation measurement,[EFO_0001444],[EFO_0001444]
SLC45A2,ENSG00000164175,EFO_0010176,0.22326413335957213,1,keratinocyte carcinoma,[EFO_0009260],"[MONDO_0045024, EFO_0010285]"
SLC45A2,ENSG00000164175,MONDO_0002898,0.395448863147413,3,skin cancer,"[EFO_0004198, MONDO_0000653]","[MONDO_0045024, EFO_0010285]"
SLC45A2,ENSG00000164175,EFO_0010554,0.29583828918102933,1,retinal vasculature measurement,[EFO_0004731],[EFO_0001444]
SLC45A2,ENSG00000164175,EFO_0009565,0.3691185026170152,2,radiation-induced disorder,[OTAR_0000009],[OTAR_0000009]
SLC45A2,ENSG00000164175,MONDO_0011683,0.8396194249910388,165,oculocutaneous albinism type 4,[MONDO_0018910],"[OTAR_0000018, OTAR_0000020, MONDO_0024458, EFO_0010285]"
SLC45A2,ENSG00000164175,EFO_0002496,0.3258142222495051,2,actinic keratosis,"[MONDO_0000611, EFO_0004198]","[MONDO_0045024, EFO_0010285]"
SLC45A2,ENSG00000164175,EFO_0005772,0.20902763730570986,1,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
SLC45A2,ENSG00000164175,MONDO_0019296,0.3022671379716263,1,subcutaneous tissue disorder,[EFO_0010285],[EFO_0010285]
SLC45A2,ENSG00000164175,MONDO_0004992,0.37111611344433415,16,cancer,[EFO_0000616],[MONDO_0045024]
SLC45A2,ENSG00000164175,GO_0007568,0.20902763730570986,1,aging,[GO_0032502],[GO_0008150]
SLC45A2,ENSG00000164175,EFO_0005422,0.3140867782558105,1,skin aging,[GO_0007568],[GO_0008150]
SLC45A2,ENSG00000164175,MONDO_0018264,0.4873672862800946,20,oculocutaneous albinism type 6,[MONDO_0018910],"[OTAR_0000018, OTAR_0000020, MONDO_0024458, EFO_0010285]"
SLC45A2,ENSG00000164175,EFO_0003924,0.49510118519606094,13,hair color,[EFO_0005038],[EFO_0000651]
SLC45A2,ENSG00000164175,EFO_0004632,0.3045012532439301,2,nevus count,[EFO_0001444],[EFO_0001444]
SLC45A2,ENSG00000164175,EFO_0007822,0.6994738314211104,24,hair colour measurement,[EFO_0007821],[EFO_0001444]
SLC45A2,ENSG00000164175,EFO_0007821,0.4409268780728451,6,hair morphology measurement,[EFO_0001444],[EFO_0001444]
SLC45A2,ENSG00000164175,EFO_0007817,0.26137656243159063,1,sleep apnea measurement,[EFO_0001444],[EFO_0001444]
SLC45A2,ENSG00000164175,EFO_0009260,0.3952704136016986,4,non-melanoma skin carcinoma,[EFO_0009259],"[MONDO_0045024, EFO_0010285]"
SLC45A2,ENSG00000164175,EFO_0009259,0.296964703497293,1,skin carcinoma,"[EFO_0000313, MONDO_0021634, MONDO_0002898]","[MONDO_0045024, EFO_0010285]"
SLC45A2,ENSG00000164175,EFO_0009180,0.2960664842352433,1,rosacea severity measurement,[EFO_0001444],[EFO_0001444]
SLC45A2,ENSG00000164175,EFO_0004279,0.44145829979744083,6,suntan,[EFO_0003784],[EFO_0000651]
SLC45A2,ENSG00000164175,EFO_0004198,0.2970982522571532,3,skin neoplasm,"[EFO_0000701, EFO_0000616]","[MONDO_0045024, EFO_0010285]"
SLC45A2,ENSG00000164175,EFO_0004193,0.39662400946706233,6,basal cell carcinoma,"[EFO_1001763, EFO_0000313, EFO_0010176]","[MONDO_0045024, EFO_0010285]"
SLC45A2,ENSG00000164175,MONDO_0004892,0.31765104005394423,1,refractive error,[EFO_0003966],[MONDO_0024458]
SLC45A2,ENSG00000164175,EFO_0007906,0.29641667409689393,1,synophrys measurement,[EFO_0007821],[EFO_0001444]
SLC45A2,ENSG00000164175,EFO_0009764,0.28143325334343094,1,eye colour measurement,[EFO_0004731],[EFO_0001444]
SLC45A3,ENSG00000158715,EFO_0010972,0.24093443577657228,1,blood phosphate measurement,[EFO_0001444],[EFO_0001444]
SLC45A3,ENSG00000158715,EFO_0010750,0.24792030166735776,1,PHF-tau measurement,"[EFO_0006514, EFO_0004464]",[EFO_0001444]
SLC45A3,ENSG00000158715,EFO_0007995,0.21483807669222535,1,basophil percentage of granulocytes,[EFO_0005090],[EFO_0001444]
SLC45A3,ENSG00000158715,EFO_0007992,0.21616858669120856,1,basophil percentage of leukocytes,[EFO_0005090],[EFO_0001444]
SLC45A3,ENSG00000158715,EFO_0000673,0.37077585615888975,4,prostate adenocarcinoma,"[EFO_0000228, EFO_0001663]","[OTAR_0000017, MONDO_0045024]"
SLC45A3,ENSG00000158715,EFO_0004842,0.22643454446031328,1,eosinophil count,"[EFO_0803540, EFO_0007987]",[EFO_0001444]
SLC45A3,ENSG00000158715,EFO_0004696,0.3434528751193092,4,sex hormone-binding globulin measurement,"[EFO_0011008, EFO_0004555]",[EFO_0001444]
SLC45A3,ENSG00000158715,EFO_0004624,0.38161328265711797,4,prostate specific antigen measurement,"[EFO_0004747, EFO_0005127]",[EFO_0001444]
SLC45A3,ENSG00000158715,EFO_0005090,0.32705331549242456,6,basophil count,"[EFO_0004872, EFO_0803539, EFO_0007987]",[EFO_0001444]
SLC45A4,ENSG00000022567,HP_0000539,0.3032377214341869,1,Abnormality of refraction,[HP_0000478],[EFO_0000651]
SLC45A4,ENSG00000022567,EFO_0006335,0.36035118842240166,6,systolic blood pressure,[EFO_0004325],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0005653,0.2907470215943971,1,serum metabolite measurement,[EFO_0004725],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0009390,0.2926551234769105,1,sum of neutrophil and eosinophil counts,[EFO_0007987],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0009388,0.291953884635247,1,sum of basophil and neutrophil counts,[EFO_0007987],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004833,0.4828651055192921,15,neutrophil count,"[EFO_0803548, EFO_0007987]",[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004747,0.32831559822422907,3,protein measurement,[EFO_0001444],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004736,0.4306217832524161,3,aspartate aminotransferase measurement,"[EFO_0004747, EFO_0004582]",[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0007991,0.3006219042792794,1,eosinophil percentage of leukocytes,[EFO_0004842],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0007990,0.36510517524520836,2,neutrophil percentage of leukocytes,[EFO_0004833],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0007988,0.44042401008935594,6,myeloid white cell count,[EFO_0004308],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0007987,0.2926551234769105,1,granulocyte count,[EFO_0007988],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0007986,0.4849464298502733,11,reticulocyte count,[EFO_0010700],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004339,0.4172103846195242,6,body height,[EFO_0004324],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0010736,0.383666537604573,2,cortical surface area measurement,[EFO_0004464],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0010700,0.4559381752529388,6,reticulocyte measurement,[EFO_0004503],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004344,0.44363969722955093,4,birth weight,[EFO_0004338],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004584,0.4587432365775242,5,mean platelet volume,"[EFO_0005036, EFO_0006846]",[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004568,0.2893619245363983,1,serum non-albumin protein measurement,[EFO_0004747],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004536,0.39453441242263076,2,total blood protein measurement,[EFO_0004503],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004535,0.3954904459447234,2,serum albumin measurement,[EFO_0004747],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004840,0.34920725053099627,2,cortical thickness,[EFO_0004464],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0005763,0.3293823109277442,2,pulse pressure measurement,[EFO_0005278],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004627,0.3123412480018422,1,IGF-1 measurement,"[EFO_0005127, EFO_0004730, EFO_0004747]",[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004509,0.31680170242383787,1,hemoglobin measurement,"[EFO_0004747, EFO_0004503]",[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004464,0.3096440348892823,1,brain measurement,[EFO_0001444],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0005090,0.279704046338345,1,basophil count,"[EFO_0004872, EFO_0803539, EFO_0007987]",[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0009270,0.3970289402996398,3,heel bone mineral density,[EFO_0003923],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0009253,0.46342770350574475,5,Immature Reticulocyte Fraction Measurement,[EFO_0009233],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004587,0.4498506918566919,5,lymphocyte count,"[EFO_0006843, EFO_0004308, EFO_0803546]",[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004312,0.2820107130549054,1,vital capacity,[EFO_0003892],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004309,0.4593712191919203,6,platelet count,"[EFO_0004586, EFO_0005036]",[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004308,0.47762466615208093,12,leukocyte count,[EFO_0004586],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0007985,0.445828059896473,5,platelet crit,[EFO_0005036],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0007937,0.3162420198538588,1,blood protein measurement,[EFO_0004747],[EFO_0001444]
SLC45A4,ENSG00000022567,EFO_0004527,0.30412997092505295,1,mean corpuscular hemoglobin,[EFO_0004306],[EFO_0001444]
SLC46A1,ENSG00000076351,MONDO_0009238,0.8166678178834526,165,hereditary folate malabsorption,"[MONDO_0016624, MONDO_0015179, MONDO_0017313, MONDO_0015823, MONDO_0001700]","[OTAR_0000018, OTAR_0000020, EFO_0000540, EFO_0005803, EFO_0010282]"
SLC46A1,ENSG00000076351,EFO_0000508,0.3982786941579596,7,genetic disorder,[OTAR_0000018],[OTAR_0000018]
SLC46A1,ENSG00000076351,EFO_0008321,0.20661104911212858,1,WNT1-inducible-signaling pathway protein 1 measurement,[EFO_0007937],[EFO_0001444]
SLC46A1,ENSG00000076351,EFO_0008313,0.20694354994698766,1,UMP-CMP kinase measurement,[EFO_0007937],[EFO_0001444]
SLC46A1,ENSG00000076351,EFO_0008280,0.20694354994698766,1,serine protease 27 measurement,[EFO_0007937],[EFO_0001444]
SLC46A1,ENSG00000076351,EFO_0008278,0.2197309540232103,1,semaphorin-3A measurement,[EFO_0007937],[EFO_0001444]
SLC46A1,ENSG00000076351,EFO_0008185,0.2137427888950856,1,interleukin 5 measurement,[EFO_0007937],[EFO_0001444]
SLC46A1,ENSG00000076351,EFO_0008063,0.2137427888950856,1,calcium/calmodulin-dependent protein kinase type 1D measurement,[EFO_0007937],[EFO_0001444]
SLC46A1,ENSG00000076351,EFO_0004614,0.207480763267493,2,apolipoprotein A 1 measurement,"[EFO_0004872, EFO_0005278, EFO_0004732]",[EFO_0001444]
SLC46A1,ENSG00000076351,EFO_0004611,0.208946108343396,7,low density lipoprotein cholesterol measurement,"[EFO_0004732, EFO_0005278, EFO_0004529]",[EFO_0001444]
SLC46A2,ENSG00000119457,EFO_0004348,0.3835719779832686,3,hematocrit,[EFO_0004503],[EFO_0001444]
SLC46A2,ENSG00000119457,EFO_0004509,0.34366848140668377,2,hemoglobin measurement,"[EFO_0004747, EFO_0004503]",[EFO_0001444]
SLC46A2,ENSG00000119457,EFO_0007978,0.26646427307545234,2,red blood cell density measurement,[EFO_0005047],[EFO_0001444]
SLC46A3,ENSG00000139508,NA,NA,NA,NA,NA,NA
SLC47A1,ENSG00000142494,EFO_0005208,0.45891317632066947,10,glomerular filtration rate,[EFO_0004742],[EFO_0001444]
SLC47A1,ENSG00000142494,EFO_0007993,0.3374262014275462,3,lymphocyte percentage of leukocytes,[EFO_0004587],[EFO_0001444]
SLC47A1,ENSG00000142494,EFO_0007990,0.31936157224898964,2,neutrophil percentage of leukocytes,[EFO_0004833],[EFO_0001444]
SLC47A1,ENSG00000142494,EFO_0005772,0.4601410989064171,2,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
SLC47A1,ENSG00000142494,EFO_0004518,0.6585011743746901,11,creatinine measurement,"[EFO_0004742, EFO_0004725]",[EFO_0001444]
SLC47A1,ENSG00000142494,EFO_0009188,0.42442417815016553,5,Red cell distribution width,[EFO_0004509],[EFO_0001444]
SLC47A1,ENSG00000142494,EFO_0004587,0.4395580811948096,6,lymphocyte count,"[EFO_0006843, EFO_0004308, EFO_0803546]",[EFO_0001444]
SLC47A1,ENSG00000142494,EFO_0003870,0.282038579329988,1,brain aneurysm,[EFO_1000859],"[EFO_0000618, EFO_0000319]"
SLC47A1,ENSG00000142494,EFO_0004531,0.4289686169420718,4,urate measurement,[EFO_0001444],[EFO_0001444]
SLC47A2,ENSG00000180638,EFO_0004527,0.23741931995449322,1,mean corpuscular hemoglobin,[EFO_0004306],[EFO_0001444]
SLC48A1,ENSG00000211584,EFO_0004705,0.26135708908204675,1,hypothyroidism,[EFO_1000627],[EFO_0001379]
SLC48A1,ENSG00000211584,EFO_0003779,0.3261400822130143,2,Hashimoto's thyroiditis,[EFO_0006812],"[EFO_0001379, EFO_0000540]"
SLC48A1,ENSG00000211584,EFO_0006335,0.23633277784766124,3,systolic blood pressure,[EFO_0004325],[EFO_0001444]
SLC48A1,ENSG00000211584,EFO_0010700,0.23147601897853462,3,reticulocyte measurement,[EFO_0004503],[EFO_0001444]
SLC48A1,ENSG00000211584,EFO_0004526,0.20019079169025603,5,mean corpuscular volume,[EFO_0004306],[EFO_0001444]
SLC48A1,ENSG00000211584,EFO_0004527,0.2000501112175368,4,mean corpuscular hemoglobin,[EFO_0004306],[EFO_0001444]
FLVCR1,ENSG00000162769,MONDO_0012177,0.7834555160448031,190,posterior column ataxia-retinitis pigmentosa syndrome,[MONDO_0100449],"[MONDO_0002025, MONDO_0024458, EFO_0000618, OTAR_0000018]"
FLVCR1,ENSG00000162769,EFO_0000508,0.4929083375857784,30,genetic disorder,[OTAR_0000018],[OTAR_0000018]
FLVCR1,ENSG00000162769,Orphanet_71862,0.4408073812657626,9,Retinal dystrophy,[Orphanet_98657],"[OTAR_0000018, MONDO_0024458]"
FLVCR1,ENSG00000162769,Orphanet_88628,0.7572900850726446,187,Posterior column ataxia - retinitis pigmentosa,"[MONDO_0957003, Orphanet_98539, Orphanet_183518, Orphanet_98693]","[OTAR_0000018, MONDO_0024458, EFO_0000618]"
FLVCR1,ENSG00000162769,MONDO_0100449,0.3695798546847018,1,FLVCR1-related retinopathy with or without ataxia,"[MONDO_0019118, MONDO_0020046]","[MONDO_0002025, MONDO_0024458, EFO_0000618, OTAR_0000018]"
FLVCR1,ENSG00000162769,EFO_0007986,0.2794967000491299,4,reticulocyte count,[EFO_0010700],[EFO_0001444]
FLVCR1,ENSG00000162769,MONDO_0015461,0.25870589827929125,1,short rib-polydactyly syndrome,"[MONDO_0019691, MONDO_0015929]","[OTAR_0000006, OTAR_0000018, OTAR_0000010]"
FLVCR1,ENSG00000162769,MONDO_0015364,0.26852948166573093,8,hereditary sensory and autonomic neuropathy,"[MONDO_0020127, MONDO_0002321]","[OTAR_0000018, EFO_0000618]"
FLVCR1,ENSG00000162769,EFO_0004348,0.2577047908277872,4,hematocrit,[EFO_0004503],[EFO_0001444]
FLVCR1,ENSG00000162769,EFO_0005772,0.4239846509621333,4,neurodegenerative disease,[EFO_0009386],[EFO_0000618]
FLVCR1,ENSG00000162769,MONDO_0019353,0.25870589827929125,1,Stargardt disease,"[EFO_0001365, MONDO_0016420]","[MONDO_0002025, OTAR_0000018, MONDO_0024458, EFO_0000618]"
FLVCR1,ENSG00000162769,MONDO_0019200,0.5949383429917249,25,retinitis pigmentosa,"[MONDO_0019216, MONDO_0019118]","[MONDO_0002025, OTAR_0000018, OTAR_0000020, MONDO_0024458, EFO_0000618]"
FLVCR1,ENSG00000162769,GO_0007568,0.42264492398890124,2,aging,[GO_0032502],[GO_0008150]
FLVCR1,ENSG00000162769,EFO_0004509,0.29562143634939614,5,hemoglobin measurement,"[EFO_0004747, EFO_0004503]",[EFO_0001444]
FLVCR1,ENSG00000162769,MONDO_0018770,0.26069238999822153,3,Jeune syndrome,"[MONDO_0015461, MONDO_0022409, MONDO_0015962]","[OTAR_0000006, OTAR_0000018, EFO_0009690, OTAR_0000010]"
FLVCR1,ENSG00000162769,EFO_0007978,0.21529720661722507,2,red blood cell density measurement,[EFO_0005047],[EFO_0001444]
FLVCR2,ENSG00000119686,MONDO_0009168,0.7737825405340243,48,Fowler syndrome,[OTAR_0000018],[OTAR_0000018]
FLVCR2,ENSG00000119686,EFO_0000508,0.4091471089836119,17,genetic disorder,[OTAR_0000018],[OTAR_0000018]
SLC49A3,ENSG00000169026,NA,NA,NA,NA,NA,NA
SLC49A4,ENSG00000138463,EFO_0004535,0.27021240203621427,2,serum albumin measurement,[EFO_0004747],[EFO_0001444]
SLC49A4,ENSG00000138463,EFO_0003924,0.43491986612131606,5,hair color,[EFO_0005038],[EFO_0000651]
SLC49A4,ENSG00000138463,EFO_0007822,0.29877231056010145,1,hair colour measurement,[EFO_0007821],[EFO_0001444]
SLC49A4,ENSG00000138463,EFO_0004532,0.2925212772418102,1,serum gamma-glutamyl transferase measurement,[EFO_0004582],[EFO_0001444]
SLC5A1,ENSG00000100170,EFO_0008465,0.21037568374674565,1,glucagon-like peptide-1 measurement,"[EFO_0006842, EFO_0004747, EFO_0004730]",[EFO_0001444]
SLC5A1,ENSG00000100170,EFO_0008464,0.21063921279719078,1,glucose-dependent insulinotropic peptide measurement,"[EFO_0006842, EFO_0004747, EFO_0004730]",[EFO_0001444]
SLC5A1,ENSG00000100170,EFO_0003144,0.39277230598208696,40,heart failure,[EFO_0003777],[EFO_0000319]
